,text,category,label,data_type
14943,datdudetorey 8220 aj swagggg bos bitch song got basic thinking model lmao knowyourplace 8221 128514 128514 128514 128514 128514 ,offensive_lang,1,val
14944,datdudetorey aw damn hug bitch ,offensive_lang,1,test
14945,datnigpriest 1bookieg nig light skin dark skin mentality lol black ,offensive_lang,1,train
14946,datniggavegeta definition real 8220 mikeymageee datniggavegeta bruh let bitch babidi turn nigga fam 8221 htt 8230 ,offensive_lang,1,train
14947,dathighyellaguy dem hoe swear pussy priceless u sell day 128533 ,offensive_lang,1,train
14948,datingtrick girlfriend accept fact hoe gonna face boyfriend better let 8230 ,offensive_lang,1,test
14949,dat jaygrant like let miss ya bitch overboard shit said time miss yo 8230 ,offensive_lang,1,val
14950,davidbcohen1 coakley 0 2 lose race seanspicer wow wow bostonglobe charlie baker governor htt 8230 ,neither,2,train
14951,dawngoodspeed honestly kind offended people ask eyelash fake fake eyelash long bitch 9995 128129 ,offensive_lang,1,train
14952,day cantkeepup hoe dying attention 128564 128564 128564 ,offensive_lang,1,train
14953,dayma micaela want baby im young retarded ,offensive_lang,1,test
14954,dceni33 farewell tour fault player underachieved yankee year ,neither,2,train
14955,dcowboys2188 love dez right trash right weeden open ,offensive_lang,1,train
14956,deadjake sherman bark bite fuck bitch ,offensive_lang,1,train
14957,delaislaaa real fucking fight play play pussy nigga ,offensive_lang,1,train
14958,deraydavis cure ratchet run course bitch ,offensive_lang,1,train
14959,deadcollision talk hoe http 1h08fxpkkq ,offensive_lang,1,train
14960,deadspin colombia supporter reminds double bird universal language http jeut1isq1f ,neither,2,train
14961,dearawkward awkward moment hold door use door like bitch better th ,offensive_lang,1,train
14962,dearleader10 value gave title value bitch clutch win ,offensive_lang,1,train
14963,dedepayton hoe friendly althea want hi ,offensive_lang,1,train
14964,dedepayton low mzlola bunny looking bitch smash ,offensive_lang,1,train
14965,deejay138 pussy nah work best place weather ,offensive_lang,1,train
14966,deemayweather brees need black hoe cheating man work offshore fuck baby bed w 8230 ,offensive_lang,1,train
14967,deepapi1800 outside dick dem hoe sick ,offensive_lang,1,train
14968,dee insideyou team hoe 128514 128076 ,offensive_lang,1,train
14969,deemazz 70 jmccown11 got bitch http a3gf4iaps9 ,offensive_lang,1,train
14970,deepinhergut said bout mom b led bitch getting stone cold stunner ,offensive_lang,1,train
14971,deezy 2times aint got time mufuckin fake friend smoke weed fuck hoe nigga drank gin ,offensive_lang,1,train
14972,defendwallst wow 1sleepinggiant fuck asshole nigger look alike ,hate_speech,0,train
14973,defendwallst tell feel 1sleepinggiant little isi faggot usually bag head ,hate_speech,0,train
14974,dejahiott fuckin ignorant nigga dm video counting money n u stuck bitch 128528 ,offensive_lang,1,train
14975,dennisssbeauty vivalazulema looked like princess bella yellow dress 128120 128120 ,neither,2,val
14976,deolacola r amp b like anymore dude feel good busting wide open hoe 8230 ,offensive_lang,1,train
14977,depresseddarth star war meet charlie brown http m9unrz6syr ,neither,2,train
14978,derekisnormal bitch wearing scarf today love scarf ,offensive_lang,1,train
14979,derekpayne know gonna stalk tweet know dumb fucking bitch ,offensive_lang,1,train
14980,derekisom making day bitch ,offensive_lang,1,train
14981,derrickjaxn feel like people want commit cut hoe relax start complacent ,offensive_lang,1,train
14982,derrickjaxn girl refers bitch guy date nigga ,offensive_lang,1,train
14983,desean 96 8220 1bookieg fucked life bitch 128514 128514 128514 128164 8221 128514 128514 128514 ,offensive_lang,1,train
14984,dessantigina tonyjrodriguez wolfvanhalen tony think yr rude little cunt young know real rock rol 8230 ,hate_speech,0,train
14985,destrothenoble support ya idiot teabagger teabagged openwide nekolin 1sleepinggiant ,hate_speech,0,train
14986,devineleven hey slim thats girlfriend screaming trunk slit throat tied like 8230 ,offensive_lang,1,train
14987,devon toppin2 fuck bitch loved thot ,offensive_lang,1,train
14988,devydevblack yung berg trying fuck hoe ,offensive_lang,1,train
14989,dewis14 h totheov dbrad 80 coleduff24 peckadelic bgulll1611 pussy men throw whammers asshole ,offensive_lang,1,train
14990,dezdlt play soccer cheat girl wear khaki coloured cargo haircut http a1sdhby8xt ,offensive_lang,1,train
14991,dezzzybo want attention twitter talking getting somebody dick wet tonight tongue deez hoe g 8230 ,offensive_lang,1,train
14992,dhet btchh hoe built animosity reason like problem bitch cuz lost 128554 ,offensive_lang,1,train
14993,dhoopin32 mf tell gm damn near mornin bitch tell gm wide tf awoke 128530 wtf type shit 8230 ,offensive_lang,1,train
14994,dhoopin32 bitch daddy 128553 128525 128536 ,offensive_lang,1,train
14995,diandrasaysso 8220 itzbreak like borderline retarded andre 3000 elite skill level example 8221 yep 8230 ,offensive_lang,1,train
14996,diggabitch pussy 128572 calling gettin trouble ,offensive_lang,1,train
14997,dignifiedpurity tonygoldwyn helped mellie revolving door shaped head ho quiet ball deep 8230 ,offensive_lang,1,train
14998,dignifiedpurity work chuckling time derekisnormal said revealing age pussy fresh 128514 128557 128557 128557 128514 ,offensive_lang,1,train
14999,dino ad hoe come hoe revolving cycle 128080 ,offensive_lang,1,test
15000,dineroloco bo nigga fuck bitch dat ha cat ima leave yu fa trifling ,offensive_lang,1,train
15001,dino fool ima catfish bitch fake arm ,offensive_lang,1,train
15002,dino fool normal day mind play horrible trick whiff good pussy 8230 ,offensive_lang,1,train
15003,diponline closing eye shit bitch able sneak quick nipple lick going ham yo ,offensive_lang,1,train
15004,diponline k michelle apart baltimore twitter hoe saying celibate smh ,offensive_lang,1,train
15005,dipset kenn tonethaman55 paper chaysin love money fuc bitch stress mouth closed cuz 8230 ,offensive_lang,1,test
15006,dirrttyydan chi bitch got assyrian king california peterson 128081 128081 ,offensive_lang,1,train
15007,dirtyeaffiliate u turn hoe housewife hashtag tupac ,offensive_lang,1,train
15008,divamonroe2uhoe fuck candy eat pussy 128527 ,offensive_lang,1,test
15009,divamonroe2uhoe nigga wanna talk god gay pussy eating night god ag 8230 ,hate_speech,0,val
15010,djchubbeswagg 8220 jemelehill faint desusnice idea resume went straight trash http 8230 ,neither,2,train
15011,djxvx karma bitch 128524 ,offensive_lang,1,train
15012,doctor johnson appreciate woman entertaining hoe ,offensive_lang,1,train
15013,doctorofthedead jackson chase violet berry realize 8217 going horror poem wrote abo 8230 ,neither,2,val
15014,dodger gracias por jugar el corazon ahora ganarle los yankee tommylasorda http 3fytvuznzb ,neither,2,train
15015,doestaxxx stop fuckin jail bird brat nigga play scare shit sus ,offensive_lang,1,train
15016,dogbountyhunter warmachine170 hey boy half breed chiricahua apache eatmytazer ,offensive_lang,1,train
15017,dogethedog wow banana potassium yellow http xinhdwytqs ,neither,2,train
15018,dombeets afraid let feeling bitch ,offensive_lang,1,train
15019,dombeets wish song hoe loyal ,offensive_lang,1,train
15020,domworldpeace teixeira point tonight yankee ,neither,2,train
15021,dominickle uce ina bitch lmao ,offensive_lang,1,train
15022,domo frm peru bitch cheat nigga ask loyal shawty smh bitch shit ,offensive_lang,1,train
15023,donapollosan lot follower bitch want fuck second hate personality 8230 ,offensive_lang,1,train
15024,dondelarente think biggie saw kandi burress today change mind fuxing ugly xscape bitch ,offensive_lang,1,train
15025,donniewahlberg happy blubloods friday cbsnews sit gang cbs morning join 8 clock ho 8230 ,neither,2,train
15026,donniewahlberg set bluebloods hoping bird perched http odhq52qile ,neither,2,train
15027,donnie blow 8220 100d bitch goofy bitch dat loyal 8221 128588 128175 ,offensive_lang,1,train
15028,dontforget e bitch reality twisted ,offensive_lang,1,val
15029,dookiewithme 128514 itsablackguy 8217 assuming got cup assholefrmny pussy got bicep b wtf http cl4jhgmxpi ,offensive_lang,1,val
15030,dopechubbychick eager hoe read jennnveee 8220 djzeeti twitpic selfie wearing leotard 8221 http 8230 ,offensive_lang,1,train
15031,doped bitch talking abt bitch face 128056 9749 65039 ,offensive_lang,1,train
15032,doprettyshiz bitch blew high 128564 high drug 128138 ,offensive_lang,1,train
15033,dory anaconda want defeat hun son http uztkgawtfm ,neither,2,test
15034,doseofoc dirrttyydan fasho officially hired bitch ,offensive_lang,1,train
15035,douchekevin mustard yellow avi big tit epic tweet ,offensive_lang,1,train
15036,downsouthoutlaw mother fuck flappy bird ,offensive_lang,1,train
15037,doyoudream spell hoe ,offensive_lang,1,train
15038,drbrewwatkins getting bitch http dwyd4rrm7v ,offensive_lang,1,train
15039,dragonballdeez atlanta pacdagoat houston trash driver ,neither,2,train
15040,dragonflyjonez men trash homeboy cheating dont tell wife girl break family lolno ,neither,2,train
15041,dragonflyjonez chick tired dr dre calling bitch listen jodeci talk hous 8230 ,offensive_lang,1,train
15042,dragonflyjonez jean bluer denabitch dont let lie sick yoliethejew know pussy overrated ht 8230 ,offensive_lang,1,train
15043,dragonflyjonez knew possible look like buy pussy look cool tha 8230 ,offensive_lang,1,val
15044,dragonflyjonez hoe stroll joke aside live milz dej loaf dress like jerome h 8230 ,offensive_lang,1,train
15045,dragonflyjonez tell bubba alabama youre african black gonna nigger extra hard er ,offensive_lang,1,train
15046,drecordero interesting people trash la liga react product la liga premier league club ,neither,2,test
15047,dregambiino nigga like got hoe flo 128567 http swfpgrbliv ,offensive_lang,1,val
15048,dreadjackson broke hoe 3 word face ,offensive_lang,1,train
15049,dreamchaser 100 new orleans bitch ,offensive_lang,1,test
15050,dreamvillainous bitch aint shit swear think poppin cause instagram famous ,offensive_lang,1,train
15051,dream n money 1 male rap artist talking money bitch drug nigga wanna hear shit ,offensive_lang,1,val
15052,drewmking joely poly victoria finae play yankee right ,neither,2,train
15053,drfreezeburnn spent good min trying teach bird skyrim theme song realized bird ,neither,2,train
15054,drivemy lexis 8220 h candace00 idk think nigga like getting head gay 128514 128514 128514 8221 bitch http sqt1tpnelm ,offensive_lang,1,train
15055,drizz lakerking horrible yeiiowbang invader zim trash ,hate_speech,0,train
15056,drizzytaughtbre drink bleach bitch aubreychester youda thing teamzimmerman ,offensive_lang,1,train
15057,drrake hoe tho right 128564 http gle9rsfkwj ,offensive_lang,1,train
15058,drrake curve tf outta hoe http ligzdounj5 ,offensive_lang,1,train
15059,drugfree datzme fuk chill shit 0 100 hoe real quick 128526 ,offensive_lang,1,train
15060,drugsforsteph loyal girl truly come smart mouth argument hoe let cause 8230 ,offensive_lang,1,train
15061,drugsforsteph wifey material come better recognize rider end hoe ,offensive_lang,1,train
15062,drummerkid0328 wb pooh 3x fat bitch ruined 128514 128514 fuck super burnt ,offensive_lang,1,val
15063,drummerkid0328 run niggah imma let know 128165 128299 128175 ,offensive_lang,1,train
15064,drummerkid0328 sike nah 128514 128514 128514 bitch havin buggin ,offensive_lang,1,train
15065,drummerkid0328 shit dry bitch ask water shit 128514 128514 128514 ,offensive_lang,1,test
15066,drummerkid0328 prolly like niggah fuck feel 128175 ,offensive_lang,1,train
15067,drunkorton shave november aka month crush pussy let free muzzy ride begin baby ,offensive_lang,1,test
15068,drunkystory 1st time eating pussy thought supposed literally eat ended biting clit hard havent 8230 ,offensive_lang,1,test
15069,drvglordkush hit blunt cat afraid water pussy wet http xffuo73q3a ,offensive_lang,1,train
15070,dubtheproducer vsamone dude probably think eating pussy sucking pussy lip 128530 lmaoo ,offensive_lang,1,train
15071,duckin fope lt buying bitch vehicle ,offensive_lang,1,train
15072,dugoutlegends lou gehrig 17 hand fracture career played 2 130 straight game ironhorse yankee http o6sofyoh 8230 ,neither,2,train
15073,duke27 mistake showing late work running red light forgetting 2 trash 1 http 8230 ,neither,2,train
15074,dumbto polly want cracker dumbto http zc8mlwneuc ,neither,2,train
15075,duncanidunno smash windshield coorslightca bird bee coors light drinker know r 8230 ,neither,2,train
15076,dunky hoeless55 hoe leaving man house right costume ,offensive_lang,1,train
15077,durags4eva bull winning title bland offense pau pussy darkskin nigga starting line u 8230 ,offensive_lang,1,test
15078,durtmchurtt want fuck bitch listen conway twitty ,offensive_lang,1,train
15079,dustinhooper225 hoe loyal ,offensive_lang,1,train
15080,dvpedreams pussy got 10 body count dead 128128 pussy 128049 9 life 128514 ,offensive_lang,1,train
15081,dymondmarie1 shoutout main bitch ,offensive_lang,1,val
15082,earlmontana pussy want ,offensive_lang,1,train
15083,efcuttin know pacer fan stayed clownin rose mass suicide watch karma fat bitch wit beard 8230 ,offensive_lang,1,train
15084,ehssecretadmire cartermarteeny murder pussy ,offensive_lang,1,test
15085,ej realtalk 8220 sirraycharles mo claiborne trash 8221 fam 128530 ,neither,2,train
15086,emadair225 illegals bringing disease border contagious patient separated yellow tape pregnant teen http 8230 ,neither,2,train
15087,erlktweets fuck disgusting nigger movie captain phillips red carpet oscar fuc 8230 ,hate_speech,0,train
15088,espndaniel strong black woman simply bitch wanna argue single thing ,offensive_lang,1,train
15089,espnnfl 1st time tom brady era patriot sole possession place afc east http zmkwgnzoct ,neither,2,train
15090,espnsecondtake ugly gay nigga hating bitch http h0wappsmgg ,offensive_lang,1,train
15091,ewerickson recap dem governor candidate sc gop candidate whore tx dem gov candidate mock gop candidate 8217 di 8230 ,offensive_lang,1,train
15092,e tae627 kb lil skinny bitch throw ha like frito tecoremix bol ,offensive_lang,1,train
15093,earlylegend fuck hoe amp fuck nigga fuckin hoe ,hate_speech,0,train
15094,earthpix bird fish li river http xnralt1phm ,neither,2,train
15095,eastsidekris glad bey shit u bitch wit shaved ahead amp shave ,offensive_lang,1,train
15096,eastsidekris lebron bitch drake performed torn acl mtv award ,offensive_lang,1,train
15097,eatthepeas hate bein nice hoe bro ,offensive_lang,1,train
15098,eaton 27 apparently honn 2 like takin picture eatin pussy 128514 128514 ,offensive_lang,1,train
15099,ebonyrogue tierra marie princess roc rihanna good pic cause bitch gone long http 8230 ,offensive_lang,1,val
15100,echeloninsights rick scott beating win number 30 county charlie crist 13 flgov ,neither,2,train
15101,einsteinparody waterproof lab coat case drown pussy swag ,offensive_lang,1,train
15102,eisenbackemily hate people leave trash car ,offensive_lang,1,train
15103,eljefedejefes4c virgilio lla jammin sad song smoking square thinking bout bitch lmfao ,offensive_lang,1,train
15104,el grillo1 crow eat bear mt webradius obviously mt solemnwatch bear save drowning crow 8230 ,neither,2,train
15105,elderlwm black woman need stop referring sister hoe amp bitch good look 8230 ,offensive_lang,1,test
15106,eliriprashad love stripper bitch ,offensive_lang,1,train
